"protocolo";"data_manifestacao";"municipio_denunciante";"municipio_fato";"localFato";"manifestacao";"status_atual";"desc_status";"sigla";"nome";"tipo_manifestacao";"assunto";"sub_assunto"
"2020.0412.145040-85";"2020-04-12 14:50:40";;"APARECIDA DE GOIANIA";"Polo empresarial, máximo distribuidora";"Pelo decreto do governador as empresas,só devem voltar a funcionar depois do dia 19,a máximo distribuidora não está obedecendo esse decreto,está funcionando a todo vapor,no polo empresarial de aparecida com mais de 100funcionarios,estão funcionando com portas fechadas ,e todos os funcionários no Interior, não mantendo a distância";"55";"Finalizado pela ouvidoria do Órgão.";"ABC";"AGÊNCIA BRASIL CENTRAL ";"Comunicação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0412.145150-82";"2020-04-12 14:51:50";"NOVO GAMA";"NOVO GAMA";"lago azul";"o nome da minha filha esta na lista de alunos ,para receber o auxilio alimentaçao,como faço para receber?";"44";"Encaminhado para a Unidade/Órgão responsável.";"SEDUC";"Secretaria de Estado da Educação";"Solicitação";"COVID-19 - Corona Vírus";"Outros"
"2020.0412.162113-18";"2020-04-12 16:21:13";;"SANTO ANTONIO DO DESCOBERTO";"Colégio Estadual Jose de Assis";"Boa tarde!Somos uma família, que no momento apenas o meu esposo esta trabalhando (quatro pessoas), não recebemos bolsa família, onde solicitei no mês de novembro/2019 e até a presente data não recebemos nenhum retorno. Minha filha está estuda no Colégio Estadual José de Assis, tem 17 anos e está no terceiro ano do ensino médio. Vi a informação sobre o auxilio de R$ 150,00 para auxilio alimentação e o nome dela não consta.Maria Luísa Sousa Nunes.O que devemos fazer para ter direito?";"55";"Finalizado pela ouvidoria do Órgão.";"SEDUC";"Secretaria de Estado da Educação";"Solicitação";"COVID-19 - Corona Vírus";"Outros"
"2020.0412.163050-48";"2020-04-12 16:30:50";"ANAPOLIS";"ANAPOLIS";;"É louvável as diretrizes do governador do estado no que diz respeito as medidas para contenção da propagação do vírus em nosso estado . Contudo não é consebivel encontramos aqui em Anápolis , diversos estabelecimentos em funcionamento , com : lojas de material de construção , lojas de utilidades domésticas , casa de material elétrico e hidráulico , lojas agropecuária . Entre tantos outros . Em avenidas de grande trânsito , gerando aglomerações . Av . Mato grosso , Av Minas gerais , Av Brasil , no próprio centro comercial . O governador bem sabe , como médico , como se dá as várias formas de transmissão . O mais lamentável é ligarmos para a polícia através de 190 , e sermos informados que eles não tem nada com isto e que o decreto governamental assegura o funcionamento destes estabelecimentos .  Como não conheço o decreto , acredito se for vc erdadade é lamentável . ";"1";;"SGG/GOVERNADORIA";"Secretaria Geral da Governadoria ";"Reclamação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0412.164642-68";"2020-04-12 16:46:42";"TRINDADE";"GOIANIA";"R. Rio Verde, 281 - Quadra 113A, Lote 14 - St. Campinas, Goiânia - GO, 74525-060";"Estabelecimento não essêncial estará aberto amanhã, mantendo aglomeração de portas entreaberta, venda de peças e acessórios para roupas. Nesse local há pessoas que trabalham do grupo de risco, com problemas respiratórios graves.";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0412.174737-18";"2020-04-12 17:47:37";"APARECIDA DE GOIANIA";"APARECIDA DE GOIANIA";"Colégio Estadual Dom Pedro I";"Meu Nome e  Gustavo Dos Santos Centurion.Meu Nome Não esta na lista do auxilio queria saber como faço porem estudo em colégio publico estadual.";"55";"Finalizado pela ouvidoria do Órgão.";"SEDUC";"Secretaria de Estado da Educação";"Solicitação";"COVID-19 - Corona Vírus";"Outros"
"2020.0412.175009-12";"2020-04-12 17:50:09";;"GOIANIA";"praça monte Cristo setor são José";"Quero denúncia aglomeração de pessoas todos os dias a tarde e a noite a aglomerado de pessoas jogando bola e fazendo uso de drogas";"55";"Finalizado pela ouvidoria do Órgão.";"SES";"Secretaria de Estado da Saúde ";"Comunicação";"COVID-19 - Corona Vírus";"Outros"
"2020.0412.180610-78";"2020-04-12 18:06:10";"GOIANDIRA";"GOIANDIRA";"Escola estadual Dom Emanuel ";"Estou cadastrada no Cadunico ..e minha filha estuda na rede estadual de ensino de Goiandira Go .Mas não recebeu o auxílio merenda..O nome não aparece na lista aluna .Hellen Aisla da Silva Campos ..Mãe ..Sara Maria Campos .";"44";"Encaminhado para a Unidade/Órgão responsável.";"SEDUC";"Secretaria de Estado da Educação";"Solicitação";"COVID-19 - Corona Vírus";"Informações"
"2020.0412.181319-0";"2020-04-12 18:13:19";"GOIANDIRA";"GOIANDIRA";"Escola estadual Dom Emanuel ";"Sou beneficiário  do bolsa família e meu filho não recebeu o auxílio MERENDA..O nome dele não consta na lista . ALUNO Guilherme do prado Gonçalves )";"44";"Encaminhado para a Unidade/Órgão responsável.";"SEDUC";"Secretaria de Estado da Educação";"Solicitação";"COVID-19 - Corona Vírus";"Informações"
"2020.0412.183304-88";"2020-04-12 18:33:04";"JATAI";"JATAI";"Colégio Militar Nestorio Ribeiro ";"Verba da merenda do governo estadual para alunos da rede e estadual para auxiliar as famílias dos alunos. Aluna referente Ana Gabriela de Brito Assis,  estudante do Colégio da Polícia Militar de Goiás Nestório Ribeiro ";"55";"Finalizado pela ouvidoria do Órgão.";"SEDUC";"Secretaria de Estado da Educação";"Solicitação";"COVID-19 - Corona Vírus";"Outros"
"2020.0412.195259-89";"2020-04-12 19:52:59";;"GOIANIA";"internet";"Essa pessoa é a dona do estabelecimento , ela mente que não está saindo de casa, e que não esteja trabalhando. Nas próprias fotos postadas consta que ela está trabalhando normal, e teve cliente uma das fotos que me falou que ela esta atendendo normal com essa pandemia, ela tb faz atendimento a domicilio, acho com as fotos deve ter como comprovar com as clientes que ela esta atendendo. Acho ela mentiu para mim nao estava atendendo porque ela tem uma divida comigo e não paga, ai a desculpa dessa pandemia, só para nao pagar.Ela sempre mente e soube que ela trabalha com 2 medicos tb.instagram esteticistalilliaml. foto sera ela com cabelo curto com o jaleco Cliinica  de estetica R. Bartolomeu Bueno, n 234 - St. Cristina, Goiânia - GO, 74354-390";"55";"Finalizado pela ouvidoria do Órgão.";"SES";"Secretaria de Estado da Saúde ";"Comunicação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0412.203924-80";"2020-04-12 20:39:24";"ANAPOLIS";"ANAPOLIS";"ANTESINA SANTANA ";"sobre o auxílio merenda tenho três filhos aki em Anápolis que estuda no colégio  Antesina  santana e não pegou esse auxílio merenda ";"55";"Finalizado pela ouvidoria do Órgão.";"SEDUC";"Secretaria de Estado da Educação";"Solicitação";"COVID-19 - Corona Vírus";"Outros"
"2020.0412.205855-12";"2020-04-12 20:58:55";"SANTO ANTONIO DO DESCOBERTO";"SANTO ANTONIO DO DESCOBERTO";"Escola Municipal Abdon Elias ";"Gostaria de saber por que as crianças que estudam em escola municipal não teriam direito ao auxílio merenda que o governador liberou somente para escolas do estado sendo que onde eu moro as crianças do primeiro ao quinto ano estudam nessas escolas municipais e as do Estado aqui somente são os adolescentes. Será que somente os adolescentes se alimentam ??!Pois aqui muita gente já estão passando fome com criança nessa faixa etária esperando receber o bolsa família que ainda nem saiu.Aguardo retorno pois sei que muitas estão em casa passando necessidade e que poderia está recebendo também esse benefício pois no meu ponto de vista também é direito pois elas se encontram também em casa ..Daniela Alves ";"55";"Finalizado pela ouvidoria do Órgão.";"SEDUC";"Secretaria de Estado da Educação";"Solicitação";"COVID-19 - Corona Vírus";"Outros"
"2020.0413.000057-88";"2020-04-13 00:00:57";;"GOIANIA";;"tenho 40 anos e cuido de pais idosos, vou ter que voltar a trabalhar e não sei como fazer para justificar com meu chefe";"55";"Finalizado pela ouvidoria do Órgão.";"SEDUC";"Secretaria de Estado da Educação";"Comunicação";"COVID-19 - Corona Vírus";"Outros"
"2020.0413.073622-27";"2020-04-13 07:36:22";;"GOIANIA";"Avenida Alberto Miguel n*233 quadra 38 lote 01 setor campinas Goiânia ";"Loja de calçados não está respeitando o decreto e está funcionando quando era pra estar fechada, loja e muito pequena e contém muitos funcionários lá dentro, e isso é um risco a saúde de todos eles e de suas famílias, pois a maioria deles usa ônibus como transporte e não estão usando nenhum tipo de proteção, a polícia militar já esteve no estabelecimento mandando fechar mas eles retornaram novamente e chamou os funcionários de novo O nome do estabelecimento é via gabi  que se encontra na avenida Alberto Miguel ao lado da center esportes( loja esportiva)Essa loja esportiva também estava funcionando porém quinta feira passada a polícia mandou fechar mas na reparou que a loja via gabi ao lado estava com todos os funcionários lá dentro e ainda com as portas abaixadas, Oque é mais perigoso ainda pra saúde deles.Os funcionários desta empresa estão trabalhando desde semana passada com a porta meio aberta, grande irresponsabilidade dos donos dessa empresa expor seus funcionários a isso. ";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0413.073923-5";"2020-04-13 07:39:23";"JATAI";"JATAI";"Bryds, Rua Salgado Filho 788";"Bom dia, fiz uma reclamação de comércio aberto no dia 07/04, meu pedido foi aceito pela ouvidoria, mas até agora o comércio continua em funcionamento. Nº 202011867000557";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Reclamação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0413.074614-28";"2020-04-13 07:46:14";;"GOIANIA";;"Recebemos nesta Ouvidoria, via e-mail, a manifestação de uma aluna a qual relata que no Colégio da Polícia Militar de Goiás - Hugo de Carvalho Ramos, localizado em Goiânia, os alunos não estão tendo aulas a distância e os professores estão aplicando grandes quantidades de atividades. Segue abaixo a manifestação.Boa tarde, me chamo Sarah Froes Morais sou aluna do 3ºH do COLÉGIO ESTADUAL DA POLÍCIA MILITAR DE GOIÁS- HUGO DE CARVALHO RAMOS.Venho por meio deste fazer um apelo à secretaria da educação de Goiás, para que tome providências com nossa instituição. Pois desde o início da suspensão das aulas nós não tivemos aulas a distância, os professores só aplicam atividades gigantescas e em enorme quantidade por dia, sendo assim ficam acumuladas pois não conseguimos resolver todas. Muitos de nós tentamos entrar em contato com a escola por ligação, porém dizem que não é possível falar com os coordenadores, pela página no Instagram, ignoram nossas mensagens no chat e desativaram os comentários, os fóruns no app gr8 só funcionam para tirar dúvidas sobre matérias e o único professor que abre o fórum é o de matemática e ele só responde dúvidas sobre a matéria ...As outras escolas estão tendo aulas a distância, e a nossa escola não se dispõe nem a responder os alunos, peço a vocês que nos ajudem a não ficarmos prejudicados nessa quarentena.Atenciosamente,Ouvidoria Setorial - SEDUC/GoiásTelefones: 0800628808.                   (62) 3201 7142                   (62) 3201 9006";"45";"Encaminhado";"SEDUC";"Secretaria de Estado da Educação";"Solicitação";"COVID-19 - Corona Vírus";"Outros"
"2020.0413.080302-29";"2020-04-13 08:03:02";;"ABADIA DE GOIAS";"CD Ricardo Eletro BR-060";"O CD da Ricardo Eletro, localizado na BR-060 em Abadia de Goias, está com funcionamento normal mesmo com o decreto do estado de Goias pedindo fechamento dos serviços não necessários, leste local se encontra 50 funcionários com nem um tipo de prevenção. ";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0413.080725-40";"2020-04-13 08:07:25";;"GOIANIA";"Av. Anhanguera, 374, Jardim Novo Mundo, Goiânia-GO";"Loja de comércio está aberta, descumprindo o decreto estadual 9645/20. A loja é Vidrão Distribuidora de Vidros funcionando normalmente, com aglomerações dentro  fora do estabelecimento.";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0413.081618-26";"2020-04-13 08:16:18";;"GOIANIA";"AV ANHANGUERA, 374, JARDIM NOVO MUNDO, GOIÂNIA-GO, CEP: 74705-010";"O comércio Vidrão Distribuidora de Vidros está aberta, descumprindo o decreto estadual, sendo que não se trata de atividade essencial.";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0413.081920-96";"2020-04-13 08:19:20";;"APARECIDA DE GOIANIA";"AV GOIANAZES, S/N, JD ELDORADO, APARECIDA DE GOIÂNIA-GO.";"Comércio contrariando o decreto 9645 do Estado. Vidrão Distribuidora de Vidros está aberta normalmente, fazendo carga e descarga de caminhão e aglomerando pessoas.";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0413.082351-61";"2020-04-13 08:23:51";;"GOIANIA";;"Recebemos nesta Ouvidoria, via e-mail, a manifestação da senhora Emanuelle nunes da silva. Segue abaixo a manifestação.Bom dia! Meus dois filhos estudam  rede Estadual de ensino, sou cadastrada no cadUnico e meu nome não está na lista para receber o benefício. A coordenação da escola me informou que não teve nenhuma informação ou instrução sobre esse benefício. Se puder me ajudar por favor!Meu NIS é 20120686613.Telefone de contato: 992004312.Ouvidoria Setorial - SEDUC/GoiásTelefones: 0800628808.                   (62) 3201 7142                   (62) 3201 9006";"45";"Encaminhado";"SEDUC";"Secretaria de Estado da Educação";"Solicitação";"COVID-19 - Corona Vírus";"Informações"
"2020.0413.082524-44";"2020-04-13 08:25:24";;"GOIANIA";"Jardim Balneário Meia Ponte";"Empresa de moda funcionando no período da quarentena para a confecção de peças de roupas. Colocando em risco a vida de funcionários, vizinhos e etc.";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0413.082929-86";"2020-04-13 08:29:29";;"APARECIDA DE GOIANIA";"Rua.X 27 Z.QD.150.LT.04.SETOR SANTA LUZIA APARECIDA DE GOIÂNIA";"MARCENARIA SITUADA NA RUA. X 27 Z,QD.150,LOTE.04,SETOR SANTA LUZIA APARECIDA DE. GOIÂNIA(próximo condomínio Veredas e o Sindipublico)DESDE DO INÍCIO DO DECRETO ESTÁ FUNCIONANDO TODOS OS DIAS E EXISTEM MUITA AGLOMERAÇÕES DE PESSOAS.COLANDO A SAÚDE DOS FUNCIONÁRIOS E VIZINHOS EM RISCOS.";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0413.083146-57";"2020-04-13 08:31:46";;"GOIANIA";;"Boa tarde tenho dois filhos na rede pública. Davi Henrique fonseca dos santos  7 ano B. Colégio  prof. Sebastião França  . GoianiaMaria Luísa fonseca dos santosColégio eva Maria de Almeida  5 anos.Não tenho nenhum benefício do governo,  como faço pra receber  essa ajuda.";"55";"Finalizado pela ouvidoria do Órgão.";"SEDUC";"Secretaria de Estado da Educação";"Solicitação";"COVID-19 - Corona Vírus";"Outros"
"2020.0413.083202-70";"2020-04-13 08:32:02";;"GOIANIA";"Gomma Pneus, avenida Brasil setor santa Genoveva";"Esteve agora na Gomma distribuidora de pneus, e eles estão funcionando normalmente, porém o pessoa que está lá que e do estoque e as moças do faturamento, todos tem atendimento ao público e nenhum está de luva ou máscara, hoje eles ainda estão descarregando carreta de pneus, semana passada esteve lá e não aguardei pra ser atendido pois tinha muita gente pra fazer o pagamento vi a forma que estava e vim embora. Essa distribuidora fica localização na avenida Brasil setor santa Genoveva, acho que a empresa além de estar abrindo sem poder poderia cuidar dos seus funcionários com luvas e mascara para que nos clientes possa sentir a tranquilo naquele ambiente, no estoque não tem álcool em gel.";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0413.084229-59";"2020-04-13 08:42:29";;"GOIANIA";"Vila Alpes próximo ao Carrefour da Avenida T9";"Um grupo de ciclistas fizeram uma trilha para andar de bicicleta dentro de um lote no setor Vila Alpes ao lado da ponte que está sendo construída e que ligará a Vila Alpes ao Jardim América, fizeram desmatamento na mata deste lote, estão fazendo aglomerações no próprio local e em uma praça de frente. O barulho de moto serra é constante neste lote, estão arrancando árvores de dia e a noite. Peço que verifiquem essa situação. Já filmei, fotografei e vou levar a televisão.";"55";"Finalizado pela ouvidoria do Órgão.";"SEEL";"Secretaria de Estado de Esporte e Lazer";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
